5.261581393134477417e-16,2.817936294847637106e-16
5.975915078371464683e-16,3.073792249819839638e-16
9.145006088416509039e-16,3.544665603018226170e-16
7.578124042355156291e-16,3.271545660682825549e-16
6.503280356846589049e-16,2.907836565535863116e-16
6.837804544133355407e-16,3.124348110230938755e-16
6.855376732110015348e-16,3.075558220404518160e-16
7.735679529314218556e-16,3.242032126608922599e-16
8.782686686008380522e-16,3.413630198274616127e-16
5.269117136737838131e-16,2.603621313897189171e-16
2.482445726033095514e-16,2.536344275889523828e-16
7.807632607934793848e-16,3.325379727006735393e-16
6.867145380017549213e-16,2.665072168131279865e-16
6.764050002260529176e-16,-1.500256431185105983e-16
7.532733097170530534e-16,3.169586627820306136e-16
6.109576992092651476e-16,3.022268496852288769e-16
2.755905858841020550e-16,2.378971088312146681e-16
7.053441780555848515e-16,2.903349336162856365e-16
8.450771083162059264e-16,3.227285900411335521e-16
6.481724957020277151e-16,2.720513898054667521e-16
8.929243845451421331e-16,3.049697159315027396e-16
1.017725936197722991e-15,-7.836355095317690402e-17
8.864070214614195394e-16,3.544571783120364163e-16
9.790586359744349377e-16,3.520858603729175984e-16
7.875246638526826456e-16,2.790024607043699564e-16
9.094837079547014593e-16,3.268188646222633339e-16
9.006540907448886199e-16,3.029187429335333799e-16
7.867756886061005536e-16,2.600206903057967597e-16
8.758960522827945596e-16,-8.488038545506436311e-17
2.978851222914641616e-16,2.370325338044323544e-16
6.869945345227721058e-16,2.580648351417157690e-16
5.207489866835748316e-16,2.264817306278343951e-16
2.829317943808294521e-16,1.422940339240402228e-16
4.749063916095629178e-16,2.658982416535315535e-16
3.802482252515856302e-16,1.968754128997129551e-16
9.719124039497198706e-16,2.273300600534736042e-16
1.035147583719641585e-15,8.318555668917699813e-17
9.290585505833309060e-16,2.883500648225789502e-16
9.391966037663840267e-16,2.029788162198345388e-16
5.939108205210311610e-16,7.891314531695349951e-17
9.926057858951417098e-16,1.086947146513599264e-16
6.526703309310137912e-16,1.619652942395139099e-16
9.096592131386898111e-16,1.636658561449682110e-16
5.103125227922343533e-16,1.058127296530100292e-16
2.975704337554719262e-16,7.701403268902993827e-17
2.305334947962338092e-16,6.480244316422504035e-17
-1.490711984998325523e-01,3.204978580412254889e-15
-1.490711984999099071e-01,2.205118637469533082e-15
-1.490711984999435469e-01,1.904386175197456683e-15
